Blog	The Superficial - Because You're Ugly	Wonkette	Publishing 2.0	Eschaton	Blog Maverick	Mashable!	we make money not art	GigaOM	Joho the Blog	Neil Gaiman's Journal	Signal vs. Noise	lifehack.org	Hot Air	Online Marketing Report	Kotaku	Talking Points Memo: by Joshua Micah Marshall	John Battelle's Searchblog	43 Folders	Daily Kos	Deadspin	Go Fug Yourself	O'Reilly Radar	Andrew Sullivan | The Daily Dish	Lifehacker	Google Operating System	Valleywag	Gizmodo	ScienceBlogs : Combined Feed	Michelle Malkin	SimpleBits	Slashdot	Gothamist	BuzzMachine	Sifry's Alerts	Topix.net Weblog	The Viral Garden	Micro Persuasion	Cool Hunting	SpikedHumor	flagrantdisregard	Search Engine Watch Blog	Joystiq	Download Squad	Captain's Quarters	MAKE Magazine	Engadget	CoolerHeads Prevail	Power Line	Techdirt	Official Google Blog	The Blotter	Treehugger	Crooks and Liars	TMZ.com	Bloggers Blog: Blogging the Blogsphere	Schneier on Security	Search Engine Roundtable	Copyblogger	Think Progress	Scobleizer - Tech Geek Blogger	Shoemoney - Skills to pay the bills	Little Green Footballs	456 Berea Street	Signum sine tinnitu--by Guy Kawasaki	Pharyngula	TechEBlog	Creating Passionate Users	TechCrunch	Wired News: Top Stories	PaulStamatiou.com	Dave Shea's mezzoblue	Steve Pavlina's Personal Development Blog	NewsBusters.org - Exposing Liberal Media Bias	kottke.org	MetaFilter	ongoing	Oilman	Instapundit.com	Joi Ito's Web	A Consuming Experience (full feed)	Matt Cutts: Gadgets, Google, and SEO	The Unofficial Apple Weblog (TUAW)	Joel on Software	Boing Boing	Bloglines | News	Quick Online Tips	PerezHilton.com	Derek Powazek	Jeremy Zawodny's blog	"gapingvoid: ""cartoons drawn on the back of business cards"""	Autoblog	Google Blogoscoped	plasticbag.org	Gawker	Read/WriteWeb	WWdN: In Exile	ProBlogger Blog Tips	Seth's Blog	The Huffington Post | Raw Feed
needs	0	2	0	0	2	0	7	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	3	3	1	2	0	0	0	3	0	0	0	3	0	0	2	1	1	0	0	0	0	2	0	0	3	1	0	2	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	2	0	1	0	1	0	0	1
coming	1	2	1	1	5	0	2	0	0	3	0	0	0	0	5	0	0	0	7	1	0	0	1	0	0	0	3	5	0	0	0	6	0	1	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	2	0	2	2	0	0	1	0	0	0	0	0	0	0	1	0	2	1	0	0	1	2	0	4	0	2	4	0	0	0	1	0
through	5	4	0	2	13	0	15	2	2	2	0	1	0	0	3	0	0	2	0	7	0	3	0	5	4	7	2	3	0	0	1	6	1	1	0	4	0	1	2	2	3	4	2	1	0	3	0	0	1	7	0	1	0	0	2	1	0	0	2	1	0	1	6	0	1	2	0	2	1	1	0	0	1	3	0	0	0	0	2	0	1	1	1	2	1	0	0	0	4	0	6	1	4	1	7	0	1	0	1
services	0	0	3	0	3	0	1	0	0	0	1	1	0	0	2	0	0	0	2	0	0	5	0	0	4	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	9	0	0	0	0	1	5	5	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	3	1	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	5	1	0	0	1	0	0	0	0	0	10	0	1	0	0
point	0	9	1	1	10	0	14	0	0	4	3	0	0	0	4	0	0	0	2	4	0	6	1	4	2	2	2	4	0	0	1	1	0	1	0	4	0	0	0	1	0	0	0	0	0	3	0	1	3	0	0	0	1	0	0	1	0	0	1	1	0	4	1	0	0	0	0	0	0	0	1	0	1	2	0	1	1	0	0	1	1	2	5	0	0	2	0	0	2	0	2	0	0	1	3	0	0	1	6
cut	2	0	1	1	5	0	1	0	0	0	2	0	0	1	11	1	0	0	8	1	0	0	0	0	0	0	4	1	0	0	0	4	0	0	0	2	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	1
source	1	4	0	0	2	0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	3	1	2	2	2	1	1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	7	0	2	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1	0	0	1	3	0	0	0	2	0	0	23	2	0	0	0	0	0	0	1
though	0	2	0	0	1	0	9	0	0	2	6	0	0	0	3	1	0	0	1	7	0	4	0	4	1	2	3	6	0	1	1	12	0	3	0	0	0	2	1	0	0	2	2	0	0	3	0	0	1	0	0	2	0	0	0	0	0	0	0	1	1	1	4	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	3	1	3	3	2	0	0	0	0	6	0	3	1	1	8	1	0	0	0	7
planet	1	2	0	0	1	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	2	0	0	2	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	3	0	1	0	0	0	1
entire	2	2	0	0	7	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	1	0	0	0	1	0	2	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	1	2	0	0	3	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	1	0	0	3	2	1	1	0	0	0	1	0	1	0	0	0	3	0	0	0	2
access	1	1	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	6	6	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	4	1	0	0	1	0	0	0	1	0	1	0	0	0	0
turn	0	0	0	0	8	0	1	0	0	0	1	0	0	0	0	0	0	0	1	4	0	1	0	0	1	1	1	1	0	0	0	1	0	0	0	1	0	0	2	1	0	1	1	0	2	3	0	0	1	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	1	0	0	2	0	0	0	0	2	2	0	0	0	0
happens	0	1	0	1	6	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	2	0	1	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	1	40	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	3	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1
development	0	0	0	0	4	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	7	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	4	0	4	0	1	1	3	0	0	0	0
school	5	3	0	0	0	0	6	0	0	0	2	0	0	0	1	0	0	0	1	3	0	0	0	7	1	2	0	3	0	0	0	6	0	2	1	4	0	3	2	0	0	0	1	0	2	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	3	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	4	3	0	0	0	2
however	0	1	0	0	3	1	9	2	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	2	1	1	0	2	0	0	1	3	0	2	0	2	1	0	0	0	0	2	1	0	0	2	0	0	9	1	0	0	1	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	5	0	1	0	1	0	0	0	0	2	0	0	2	0	2	0	0	0	0	3	0	3	1	2	1	3	0	2	0	4
news	3	20	0	0	11	1	1	3	2	0	6	1	2	0	5	0	3	0	4	8	1	8	1	5	11	10	6	4	5	0	1	13	3	3	18	6	0	0	7	0	1	3	11	1	0	3	0	0	2	15	1	0	2	1	9	0	0	0	1	5	0	6	0	0	0	1	0	2	1	2	0	6	11	1	1	1	0	0	1	1	0	3	0	11	0	2	1	1	0	0	6	4	2	13	6	0	0	0	13
conference	0	6	3	0	8	0	3	2	0	0	2	1	0	0	3	0	2	0	0	0	0	3	0	0	0	4	1	3	0	4	0	1	0	3	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	1	0	0	0	0	0	1	2	0	3	0	1	0	0	16	0	3	0	0	0	0
n	0	9	0	0	3	0	1	0	0	0	0	0	3	17	2	1	0	0	0	0	0	0	2	0	0	0	9	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	15	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	5	6	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	5	0	0	1	0	1	0	0	1	2	0	0	1	1	0	0	0	2
gave	0	1	0	0	5	0	1	1	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	3	1	0	2	0	0	1	1	3	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	3	4	0	0	0	0	1	1	0	0	2	1	0	0	0	2	3	0	0	0	0	3	2	1	0	0	2
level	1	0	0	1	3	0	2	0	0	1	1	0	0	3	0	0	0	0	2	0	0	0	1	2	0	0	1	0	0	0	0	1	0	4	1	0	0	1	0	0	1	2	0	0	0	2	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	2	1	0	0	0	0	2
posts	0	2	0	0	2	0	0	0	0	0	1	0	1	0	2	0	0	0	0	1	0	3	0	0	0	0	1	0	0	0	0	0	3	36	1	2	0	0	0	2	0	0	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	2	1	0	0	1	5	4	0	0	0	0	1	0	1	0	0	0	5	0	1
goes	2	0	0	0	3	0	1	0	0	1	7	1	0	0	2	0	0	0	0	0	0	1	1	3	0	5	2	2	0	0	2	5	0	1	1	1	0	1	1	0	0	0	0	0	1	3	2	0	1	2	0	0	0	2	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	4	0	1	1	0	0	0	0	3	2	1	0	0	0	2	3	0	3	0	0	1	1	0	1	0	0
sure	2	9	0	1	9	0	4	0	1	2	5	0	1	0	12	2	2	1	1	10	0	2	0	3	0	3	1	4	0	2	0	4	0	8	1	7	0	0	1	1	0	3	9	0	6	11	1	0	1	2	0	2	0	0	0	1	0	0	0	3	1	4	6	0	1	0	0	0	0	0	2	0	0	2	1	0	0	0	2	3	0	2	4	1	0	1	2	0	2	0	0	0	4	2	2	0	0	0	5
later	0	2	0	0	3	0	0	0	0	2	0	0	0	0	3	0	0	1	1	4	0	0	0	0	0	3	2	2	0	1	1	5	1	2	0	1	0	0	0	1	0	0	2	0	2	3	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	4	0	0	1	0	0	0	0	1	1	0	1	1	0	1	1	1	0	0	2	1	0	2	0	0	0	1	2	0	2	0	0	5	3	0	0	0	2
case	3	5	0	0	1	0	5	0	1	4	1	1	0	1	1	0	1	0	4	7	0	1	0	4	1	3	2	6	0	0	1	1	0	1	0	0	0	2	0	0	2	1	2	0	3	5	0	0	13	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	2	1	0	0	0	0	0	4	2	4	3	1	2	1	0	0	0	3
director	0	0	0	0	0	2	3	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	2
without	1	1	0	5	10	0	5	0	1	2	3	0	0	0	1	0	0	1	3	2	0	5	2	8	6	5	2	6	0	1	1	6	1	1	0	1	0	0	0	0	0	2	2	0	1	4	0	0	3	2	0	1	0	0	0	1	0	0	0	0	0	2	3	1	0	0	0	1	0	0	0	0	0	5	0	2	0	0	0	1	0	3	3	1	3	5	0	1	3	0	4	0	1	4	4	1	1	0	4
list	1	0	0	0	3	0	1	1	0	4	0	1	1	2	14	0	0	0	4	0	0	2	0	8	7	0	1	2	0	0	0	3	0	1	0	1	1	0	0	0	0	1	7	0	1	2	0	0	0	3	0	0	0	0	1	0	0	2	0	2	0	0	6	0	0	0	0	0	1	7	3	0	0	0	1	1	2	0	1	2	0	3	0	0	2	7	0	1	2	0	1	1	1	2	3	0	1	0	0
version	0	0	0	0	3	0	2	0	0	3	5	0	0	0	5	0	0	2	2	0	0	1	0	2	3	1	2	8	0	1	2	1	0	2	1	1	1	2	0	0	0	2	8	0	3	4	0	0	1	3	0	0	0	0	0	0	0	0	1	1	0	0	1	2	1	0	1	1	0	1	0	0	0	3	1	0	1	0	1	0	0	4	1	0	0	2	0	0	2	0	25	1	2	2	6	0	1	0	0
rather	0	0	1	0	6	1	5	0	0	3	0	0	0	0	1	0	1	0	0	6	0	3	0	0	0	0	0	0	0	0	0	1	1	2	1	2	2	0	0	0	0	0	1	1	0	0	0	0	9	2	0	1	0	0	1	0	0	0	0	0	0	3	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	3	0	0	1	5	1	3	0	0	0	1
short	0	1	0	0	4	0	2	0	0	8	2	3	0	0	0	0	1	1	0	1	0	1	0	2	2	0	0	3	0	1	0	2	0	2	0	3	0	0	2	0	0	0	1	0	0	0	0	0	1	2	0	1	0	0	3	0	0	0	0	2	0	0	2	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	2	1	0	0	0	2
friday	0	4	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	0	2	0	0	0	1	0	2	0	1	0	0	1	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	2	0	3	0	0	2	0	1	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	1	2	0	4	1	0	1	0	0	3	0	0	0	0	0
story	0	13	0	0	18	0	2	1	0	10	5	0	1	0	3	0	2	0	8	3	0	4	2	0	0	9	1	2	0	0	0	6	1	0	0	0	2	0	0	1	0	2	0	0	0	1	0	0	2	6	2	0	0	0	1	0	0	0	0	4	0	3	0	0	1	1	0	0	0	0	0	2	9	10	2	0	0	0	0	0	0	1	0	0	0	7	0	2	3	0	1	2	1	2	4	1	0	1	3
store	1	0	0	0	9	0	2	0	0	5	5	0	0	0	2	0	0	0	0	0	0	4	0	2	3	1	2	1	0	0	0	3	0	0	0	2	0	1	0	1	0	0	1	0	7	8	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	3	2	0	1	0	0	0	1	0	1	0	0	4	0	0	0	0	1
kind	0	2	2	2	4	0	3	0	0	3	3	1	0	0	1	0	0	1	3	6	0	0	1	3	2	1	5	2	0	0	0	2	2	0	0	1	0	0	2	0	0	5	0	0	0	2	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	3	1	4	0	0	2	0	0	1	4	1	0	0	0	3	1	0	4	1	5	3	1	0	0	0	6
wrote	0	2	0	0	5	0	3	0	0	8	3	0	0	0	2	0	1	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	1	0	0	2	0	0	0	0	1	0	0	2	0	0	0	0	1	0	5	0	0	2	2	1	0	0	0	0	0	0	0	2	1	0	0	0	0	3	0	0	0	1	0	1	0	1	0	0
questions	0	0	0	0	0	0	3	1	0	2	3	1	1	0	1	0	1	0	2	4	0	3	0	2	0	1	1	1	0	0	1	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	1	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	2	3	0	1	0	3
long	1	2	1	2	9	0	5	2	0	4	2	3	0	0	2	0	0	0	3	4	0	4	2	2	1	2	4	4	1	0	2	8	1	6	0	1	1	2	0	0	2	0	1	1	4	3	0	0	3	2	0	2	0	0	3	0	0	0	0	1	2	0	8	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	3	2	0	0	9	3	0	0	0	1	7	0	0	1	2	3	3	0	2	0	7
nice	0	1	0	0	4	0	1	0	0	1	3	0	0	1	2	0	0	0	0	2	0	2	0	2	1	0	3	0	0	3	0	2	0	4	0	1	0	0	1	0	1	0	4	0	3	2	0	0	2	0	0	2	0	0	0	0	0	0	0	2	0	0	3	0	1	1	0	0	1	1	0	0	0	2	0	1	0	0	3	1	0	1	4	0	0	0	0	4	1	0	2	2	2	5	2	0	0	0	23
users	0	0	6	0	7	2	4	1	0	0	1	0	0	0	1	0	0	1	0	0	0	6	0	10	6	7	2	1	0	0	2	0	0	1	4	5	0	0	0	0	1	1	12	0	1	2	0	0	12	7	0	1	0	0	6	2	1	0	0	0	0	0	2	0	0	0	6	7	1	6	0	0	0	0	0	0	0	0	0	0	0	7	0	0	7	6	0	0	0	0	0	1	1	0	7	0	0	0	0
include	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	2	4	5	2	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	3	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	3	1	0	2	4	0	0	0	0
g	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	1	0	0	0	7	0	5	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	1	0	0	3	0	0	0	1
why	3	6	3	2	28	0	3	0	5	1	2	3	0	2	4	0	1	0	1	5	0	1	1	4	4	7	2	4	0	0	2	6	1	1	0	7	0	0	1	0	1	6	1	0	0	3	1	1	9	4	0	1	2	0	4	0	0	0	1	6	0	6	7	0	0	0	5	0	0	0	0	2	3	4	0	4	0	1	0	0	1	6	2	2	0	5	1	0	3	0	1	0	2	6	3	0	3	1	14
local	1	2	0	0	1	0	2	2	0	2	0	0	0	0	1	0	0	0	1	1	0	2	0	0	2	2	1	3	0	0	0	4	3	0	7	1	0	0	0	0	1	3	2	0	1	3	0	0	0	4	0	3	0	1	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0
job	0	1	0	1	17	0	4	0	0	0	7	2	1	0	0	0	0	1	0	1	0	1	0	7	0	6	0	0	0	0	1	3	0	2	0	2	0	0	2	0	0	0	2	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	10
press	0	10	1	3	0	0	3	1	0	0	0	0	0	0	2	1	0	0	3	0	0	0	0	1	3	5	4	2	0	0	2	3	2	1	0	0	0	0	0	0	3	0	0	1	0	3	1	1	1	1	0	0	0	0	0	1	0	0	0	4	0	5	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	4	1	1	0	1	0	1	0	9	0	0	3	1	0	0	0	2
wasn	4	1	0	0	0	0	2	0	0	4	0	0	0	0	4	0	0	0	1	3	0	0	0	1	0	0	2	1	0	0	0	3	0	1	0	1	0	0	0	0	0	1	0	0	0	3	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	1	1	0	0	0	0	1	4	0	0	0	2	2	0	0	0	2	3
fair	0	2	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	2	0	2	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	4	0	0	1	0	0	2	0	1	0	0	0	1	0	1	0	3
best	1	3	1	0	11	0	11	0	0	9	6	2	0	0	4	0	0	0	1	6	0	1	0	7	4	3	8	4	0	2	1	6	1	2	2	6	2	1	4	0	0	2	4	0	1	8	0	0	2	8	0	0	0	0	1	0	0	2	0	4	0	0	2	0	0	0	0	0	1	0	0	1	0	13	0	1	0	0	1	0	0	2	0	3	1	22	0	0	1	0	6	0	2	3	0	0	1	0	7
readers	0	2	0	0	6	0	1	0	0	2	0	0	0	0	0	0	1	0	1	0	0	5	2	6	0	4	0	2	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	3	0	0	2	0	2	0	8	2	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	5	3	0	1	0	1
life	1	7	0	2	1	0	8	0	0	0	3	1	0	0	0	2	0	1	2	5	0	2	0	5	3	3	1	2	0	1	0	6	0	4	0	0	2	0	0	0	1	3	0	0	7	6	1	0	0	1	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	6	3	0	0	0	5	0	0	0	0	3	0	1	2	5	4	0	0	0	2	3	2	0	1	0	9
possible	0	1	0	0	3	1	7	0	0	3	2	0	0	1	2	0	0	1	2	3	0	3	0	0	0	1	0	2	0	0	3	0	0	3	0	1	0	0	1	0	1	3	0	0	2	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	2	1	0	0	0	0	0	0	1	0	3	0	3	1	0	0	0	0	0	0	0
fox	0	2	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	8	0	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	12	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	11
call	2	5	0	1	15	0	2	0	0	1	2	0	1	1	0	2	0	0	0	0	0	3	0	3	0	1	2	0	2	0	0	1	0	0	0	4	0	0	0	0	3	0	2	0	0	0	0	0	2	5	1	0	0	1	0	0	1	0	0	1	1	10	0	1	0	0	0	1	0	0	0	1	0	1	1	2	0	0	1	2	0	1	8	1	0	0	1	1	0	0	1	0	2	5	2	0	0	0	5
happy	2	1	0	1	5	0	0	0	0	3	2	0	0	0	1	0	0	0	0	2	0	0	0	0	1	1	2	0	0	2	1	3	0	0	2	3	0	0	0	0	0	0	2	0	0	2	0	0	2	1	0	0	0	0	0	0	2	0	0	2	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	2	0	0	1	1	0	1	3	2	4	1	0	1	0	0	2	0	1	0	0	2
team	2	1	0	0	22	0	0	0	0	1	0	0	0	0	0	0	0	0	0	15	0	1	1	0	2	1	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	9	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	16	0	0	0	0	0	0	0	1	1	0	0	0	0	2
current	0	1	0	1	4	1	4	0	0	1	0	0	0	1	1	0	1	0	0	2	0	2	1	2	2	2	1	1	0	1	0	2	2	1	2	0	1	0	0	0	0	0	2	0	0	2	0	0	1	2	0	1	0	0	11	0	0	0	0	0	0	2	2	0	0	0	0	1	0	2	0	0	0	0	1	1	0	0	0	0	0	2	2	0	0	1	0	1	0	0	3	0	2	0	3	0	0	1	2
love	0	4	0	0	6	0	8	2	0	2	2	1	0	1	6	0	0	1	0	1	1	0	0	4	0	2	1	0	0	0	0	8	0	4	0	3	0	2	2	1	0	3	0	0	2	3	1	0	1	4	0	0	0	1	0	0	3	1	0	8	0	0	1	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	3	0	3	2	4	1	3	0	4	0	0	6	2	1	1	0	3
applications	0	0	1	0	2	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	5	0	1	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	8	6	0	0	2	0	0	0	0	2	0	1	0	5	0	0	0	0
data	0	0	0	0	2	0	16	0	0	0	0	0	0	0	0	0	2	0	0	0	0	14	0	5	3	3	3	0	0	0	1	0	0	7	2	0	0	0	0	0	3	0	2	1	1	3	0	0	14	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	13	0	3	0	0	6	0	0	0	1	0	0	2	1	1	10	0	0	0	0
million	0	6	1	0	1	4	0	1	2	0	0	0	0	0	0	0	0	0	2	3	0	1	0	0	3	4	2	3	0	0	7	6	0	21	0	0	0	0	0	0	5	0	0	0	2	5	0	0	3	1	0	0	0	0	8	0	0	1	0	0	3	2	0	0	0	0	0	1	0	0	0	0	0	1	1	3	0	0	0	0	1	0	0	1	0	13	0	0	0	0	2	2	0	5	2	0	0	0	3
future	1	3	1	2	10	0	2	2	0	0	1	0	1	0	1	0	1	0	0	1	0	4	0	3	4	3	0	5	0	0	0	3	1	1	1	2	2	0	0	0	0	2	2	1	0	43	0	0	2	2	0	0	0	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	2	1	0	0	1	2	1	0	0	0	1	0	1	0	1	1	1	1	0	1	1	4	0	10	0	8	0	0	0	3
take	0	7	3	1	20	1	7	0	0	3	13	1	0	2	6	1	1	0	5	4	1	4	1	12	5	3	4	7	2	0	3	15	0	4	0	4	2	1	0	2	1	1	2	1	4	7	4	3	6	3	0	4	0	0	1	1	0	0	1	3	1	4	4	0	4	0	1	0	1	3	1	0	1	10	1	1	0	0	0	1	1	1	1	2	0	7	0	2	2	0	2	1	1	5	5	0	3	1	7
industry	0	0	2	0	10	0	3	2	2	0	1	0	0	0	4	0	0	0	0	0	0	0	0	1	2	3	2	1	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	3	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	2	0	1	1	0	0	0	0	0	1	0	6	0	4	0	0	0	1
